-2.474999999999999851e-05,-2.324999999999999254e-05
-2.024999999999999755e-05,-2.324999999999999254e-05
-1.574999999999999659e-05,-2.324999999999999254e-05
-1.124999999999999901e-05,-2.324999999999999254e-05
-6.749999999999998053e-06,-2.324999999999999254e-05
-2.249999999999997092e-06,-2.324999999999999254e-05
2.250000000000000481e-06,-2.324999999999999254e-05
6.750000000000001442e-06,-2.324999999999999254e-05
1.125000000000000240e-05,-2.324999999999999254e-05
1.575000000000000336e-05,-2.324999999999999254e-05
2.025000000000000432e-05,-2.324999999999999254e-05
2.475000000000000529e-05,-2.324999999999999254e-05
-1.448317841800488817e-05,-1.939798788618043234e-05
4.551622440459354279e-06,1.117568123384371978e-05
1.780437958121369084e-05,7.268509817655359012e-06
1.885242080845593349e-05,-5.930650029465173260e-06
-8.160321811352403885e-06,1.842457283549340727e-05
1.768905205764907776e-05,-2.107417763610560844e-05
-2.239090501119995384e-06,-7.767114656477995457e-06
-1.773874286585475286e-05,-1.813009097697136610e-05
2.318939230117056383e-05,-9.330394347759305313e-06
1.727054122517800568e-05,-9.904256448102508531e-06
-7.012222347603585756e-06,2.197100070976081953e-05
1.158578626654416705e-05,2.329276682287904923e-05
-2.600662403473876085e-05,-1.975871496826664799e-05
-1.713005439562803719e-06,-1.188337305886222862e-05
2.513490136611869365e-05,-1.146171216882901653e-05
-2.056683017787701013e-05,-1.551595975177507620e-05
-2.315005292056514713e-05,8.470749676011781647e-06
-1.789379064799258555e-05,-1.620612758900722070e-05
-2.328594005181653195e-06,-5.682776684661457932e-06
1.391353940720001855e-05,-1.299910515512723615e-06
2.262025059209165701e-05,-7.085874846981906656e-06
-2.318805854170336115e-05,-2.196951812574314848e-05
-1.773745246778906927e-05,1.159139235173550707e-05
9.167773937438152704e-06,6.438148214791258384e-07
7.362234235916539828e-07,-2.006489326938179247e-05
2.150706988657112182e-05,1.793105695117354895e-05
-2.677610206871775840e-05,-7.663091005250445445e-07
1.258944086110493722e-05,-1.994589553993119914e-05
2.180313906897854957e-05,2.053469767174208790e-05
-2.262048993149643128e-05,-1.660290713805084840e-05
3.104468406936192952e-07,-1.682209397479820807e-05
-7.168849498635047348e-06,8.158486241361216634e-06
8.755628368038530750e-06,-4.818824017098241965e-08
2.295498113502208076e-05,1.524586372864262160e-05
1.051996870367382714e-05,1.134749154406465574e-05
1.523579572448652476e-05,6.366520457551686044e-06
6.448594549745485555e-06,-1.428998998446521555e-05
-1.711423311266163292e-05,-1.377616910410044802e-05
2.422419812110221014e-05,2.331091144898018896e-05
7.743274468578707488e-06,8.849690497824505992e-06
1.921829346341724756e-05,-5.593008573093097535e-06
-1.687693428062066083e-05,1.934332234788290459e-05
1.898298033010380621e-05,1.600247086976799184e-05
-1.677912435981471944e-05,1.006903211769770020e-05
2.443325232875800745e-05,-9.128724422987432278e-06
-2.535934319678826836e-05,-2.100608451021958426e-05
1.392847689318225826e-05,-8.718071716037470101e-06
1.622314156831583716e-06,-2.019780591572173427e-06
2.620516049268322068e-05,-1.938418534076669656e-06
1.773477729419425686e-05,2.074958145742505586e-05
1.000885736540976345e-05,-1.578018299133158200e-06
6.083875876316464687e-06,1.663641555995912916e-05
-9.659873982637384141e-06,-1.308729776780643645e-06
-9.460050414032317883e-06,1.933830105077725373e-05
2.327863953661170055e-05,-1.930182801860420659e-05
1.407021814290901579e-06,1.924892630914800724e-05
-7.059623104731550260e-06,-1.326616496376597633e-05
-2.391329398655983395e-05,-6.014580403179148462e-06
2.494752810072783792e-05,1.723181518087619240e-05
1.411977128539346779e-05,-1.043496687340467215e-06
-2.367603573456418092e-05,1.485598816595025989e-05
-4.443684810237797799e-06,1.304366170813637459e-06
-1.086616836926816064e-05,-2.220716366170392246e-05
-2.151543606644109414e-05,-5.908375045499568223e-06
-1.129324557309840466e-05,-4.622819357171900932e-06
-1.651164545900998934e-05,2.033965675775174851e-05
2.041467034410835200e-05,1.632565679803430866e-05
1.669059589045824486e-05,-1.273320682173687587e-05
-1.499456041572985997e-05,1.320132856669406959e-05
-1.914054612701945814e-05,-2.614833392814139209e-06
2.408117459594879823e-05,-4.638787413296751569e-06
-4.415093630265308781e-06,1.085073574343472600e-05
-1.406649966578455482e-05,-2.194040230759739543e-06
-1.410046445056649768e-05,1.900157920489444461e-05
-1.481499821184155180e-05,2.912935167248460890e-06
5.288728160890830850e-06,-1.412092116298018746e-05
2.642709697977301068e-05,1.522033416577351974e-05
1.539474141084484955e-05,-7.793968085563591580e-06
-2.075011887225102121e-05,1.597154488176330878e-05
1.960086220391688016e-05,-8.482185801740917006e-06
1.018954739462346474e-05,-5.726208142003045518e-06
9.518803705210937061e-06,-1.925903335887635368e-05
2.913409067402337994e-06,-2.354625629783345877e-05
-2.511954867744194207e-05,-1.520739868478108653e-05
2.497253767765843637e-05,-8.587447069231591196e-06
-1.741519708022033628e-05,8.856082614397441029e-06
5.998539801152310180e-06,1.030733633092028589e-05
2.076563088977247329e-05,8.508279104787435640e-06
-1.011096563751861204e-05,1.784795849718041606e-06
2.429446517897779765e-05,-1.618846335293270793e-05
-5.017387731969980718e-06,4.480990116913161758e-06
-1.045467637226191475e-05,4.389279554034189430e-06
-2.219416363044967585e-05,-2.014228008799573945e-05
-8.933467474264089267e-06,3.113444474855296484e-06
-5.186982190144348429e-06,-5.235604658256017469e-06
-3.335629625533074343e-06,1.655489365734166414e-05
-1.462953124777723979e-05,1.939462202009684512e-05
8.988325565714560671e-06,-3.838186006016351340e-06
-1.006309202013278058e-05,-1.286337128046051694e-05
-2.758426859243288032e-06,-2.116984341388089392e-05
-1.621866756680261762e-05,-2.702321781989324817e-06
1.586639408569686912e-05,9.480675795351489976e-06
5.161955304010606917e-06,2.223141963637087671e-05
-1.338858189552673939e-05,1.925477097670947186e-05
1.972367023347587714e-05,6.372781091768991898e-06
1.892292393914682917e-05,2.085660387200872443e-05
2.390760268780007061e-05,6.522324562326490708e-06
5.661092770384485752e-07,-1.012251429906310687e-05
-8.624651082867284646e-06,2.736630569551684855e-06
