4.727380636631812738e-01,0.000000000000000000e+00
4.727773366697845536e-01,0.000000000000000000e+00
4.728166096763877779e-01,0.000000000000000000e+00
4.728558826829910022e-01,0.000000000000000000e+00
4.728951556895941710e-01,0.000000000000000000e+00
4.729344286961974508e-01,0.000000000000000000e+00
4.699496801943512936e-01,0.000000000000000000e+00
4.699889532009545179e-01,0.000000000000000000e+00
4.700282262075576867e-01,0.000000000000000000e+00
4.700674992141609110e-01,0.000000000000000000e+00
4.701067722207641908e-01,0.000000000000000000e+00
4.731700667358167967e-01,0.000000000000000000e+00
